Decade	Year	Commodity	EndUse	Category	Item	Unit	PublishValue
1990's	1996	Total vegetables	Canning	Availability	Ending Stocks	Million pounds	19764.4
1990's	1996	Total vegetables	Canning	Availability	Domestic Availability	Million pounds	27823.9
1990's	1996	Total vegetables	Canning	Availability	Per Capita Availability	Pounds	103.18
1990's	1996	Total vegetables	Canning	Trade Shares	Availability Imported	Percent	6.4
1990's	1996	Total vegetables	Canning	Trade Shares	Supply Exported	Percent	6.8
1990's	1996	Total vegetables	Canning	Total	U.S. Population on July 1	Millions	270
1990's	1996	Total vegetables	Freezing	Supply	Production	Million pounds	5699.8
1990's	1996	Total vegetables	Freezing	Supply	Imports	Million pounds	1050.8
1990's	1996	Total vegetables	Freezing	Supply	Beginning Stocks	Million pounds	4192.4
1990's	1996	Total vegetables	Freezing	Supply	Total Supply	Million pounds	10943
1990's	1996	Total vegetables	Freezing	Availability	Exports	Million pounds	783.2
1990's	1996	Total vegetables	Freezing	Availability	Ending Stocks	Million pounds	3918.9
1990's	1996	Total vegetables	Freezing	Availability	Domestic Availability	Million pounds	6240.9
1990's	1996	Total vegetables	Freezing	Availability	Per Capita Availability	Pounds	23.14
1990's	1996	Total vegetables	Freezing	Trade Shares	Availability Imported	Percent	16.8
1990's	1996	Total vegetables	Freezing	Trade Shares	Supply Exported	Percent	7.2
1990's	1996	Total vegetables	Freezing	Total	U.S. Population on July 1	Millions	270
1990's	1996	Total vegetables	Fresh	Supply	Production	Million pounds	34170.3
1990's	1996	Total vegetables	Fresh	Supply	Imports	Million pounds	5019.4
1990's	1996	Total vegetables	Fresh	Supply	Beginning Stocks	Million pounds	1071.2
1990's	1996	Total vegetables	Fresh	Supply	Total Supply	Million pounds	40260.9
1990's	1996	Total vegetables	Fresh	Availability	Exports	Million pounds	3160.9
1990's	1996	Total vegetables	Fresh	Availability	Ending Stocks	Million pounds	1063.6
1990's	1996	Total vegetables	Fresh	Availability	Shrink and Loss	Million pounds	710.9
1990's	1996	Total vegetables	Fresh	Availability	Domestic Availability	Million pounds	35325.5
1990's	1996	Total vegetables	Fresh	Availability	Per Capita Availability	Pounds	131
1990's	1996	Total vegetables	Fresh	Trade Shares	Availability Imported	Percent	14.2
1990's	1996	Total vegetables	Fresh	Trade Shares	Supply Exported	Percent	7.9
1990's	1996	Total vegetables	Fresh	Total	U.S. Population on July 1	Millions	270
1990's	1997	Artichokes	All uses	Supply	Production	Million pounds	93
1990's	1997	Artichokes	All uses	Supply	Imports	Million pounds	187.3
1990's	1997	Artichokes	All uses	Supply	Total Supply	Million pounds	280.3
1990's	1997	Artichokes	All uses	Availability	Exports	Million pounds	4.8
1990's	1997	Artichokes	All uses	Availability	Domestic Availability	Million pounds	275.6
1990's	1997	Artichokes	All uses	Availability	Per Capita Availability	Pounds	1.01
1990's	1997	Artichokes	All uses	Season Average Price	Current Dollars	$/cwt	79.5
1990's	1997	Artichokes	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	106.79
1990's	1997	Asparagus	Canning	Supply	Production	Million pounds	56.8
1990's	1997	Asparagus	Canning	Supply	Imports	Million pounds	2.6
1990's	1997	Asparagus	Canning	Supply	Beginning Stocks	Million pounds	18.4
1990's	1997	Asparagus	Canning	Supply	Total Supply	Million pounds	77.8
1990's	1997	Asparagus	Canning	Availability	Exports	Million pounds	10.9
1990's	1997	Asparagus	Canning	Availability	Ending Stocks	Million pounds	14.9
1990's	1997	Asparagus	Canning	Availability	Domestic Availability	Million pounds	52
1990's	1997	Asparagus	Canning	Availability	Per Capita Availability	Pounds	0.19
1990's	1997	Asparagus	Canning	Season Average Price	Current Dollars	$/ton	1210
1990's	1997	Asparagus	Canning	Season Average Price	Constant 2012 Dollars	$/ton	1625.36
1990's	1997	Asparagus	Freezing	Supply	Production	Million pounds	21
1990's	1997	Asparagus	Freezing	Supply	Imports	Million pounds	4.1
1990's	1997	Asparagus	Freezing	Supply	Beginning Stocks	Million pounds	16
1990's	1997	Asparagus	Freezing	Supply	Total Supply	Million pounds	41.2
1990's	1997	Asparagus	Freezing	Availability	Exports	Million pounds	3.8
1990's	1997	Asparagus	Freezing	Availability	Ending Stocks	Million pounds	13.3
1990's	1997	Asparagus	Freezing	Availability	Domestic Availability	Million pounds	24.1
1990's	1997	Asparagus	Freezing	Availability	Per Capita Availability	Pounds	0.09
1990's	1997	Asparagus	Freezing	Season Average Price	Current Dollars	$/ton	1260
1990's	1997	Asparagus	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	1692.52
1990's	1997	Asparagus	Fresh	Supply	Production	Million pounds	124.8
1990's	1997	Asparagus	Fresh	Supply	Imports	Million pounds	88.6
1990's	1997	Asparagus	Fresh	Supply	Total Supply	Million pounds	213.4
1990's	1997	Asparagus	Fresh	Availability	Exports	Million pounds	33.6
1990's	1997	Asparagus	Fresh	Availability	Domestic Availability	Million pounds	179.8
1990's	1997	Asparagus	Fresh	Availability	Per Capita Availability	Pounds	0.66
1990's	1997	Asparagus	Fresh	Season Average Price	Current Dollars	$/cwt	108
1990's	1997	Asparagus	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	145.07
1990's	1997	Black Beans	Dry	Supply	Production	Million pounds	212.2
1990's	1997	Black Beans	Dry	Supply	Imports	Million pounds	2.6
1990's	1997	Black Beans	Dry	Supply	Beginning Stocks	Million pounds	64.8
1990's	1997	Black Beans	Dry	Supply	Total Supply	Million pounds	279.6
1990's	1997	Black Beans	Dry	Availability	Exports	Million pounds	68.8
1990's	1997	Black Beans	Dry	Availability	Ending Stocks	Million pounds	105.3
1990's	1997	Black Beans	Dry	Availability	Seed Use	Million pounds	13.7
1990's	1997	Black Beans	Dry	Availability	Domestic Availability	Million pounds	91.8
1990's	1997	Black Beans	Dry	Availability	Per Capita Availability	Pounds	0.34
1990's	1997	Black Beans	Dry	Season Average Price	Current Dollars	$/cwt	33.19
1990's	1997	Black Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	44.58
1990's	1997	Blackeye Beans	Dry	Supply	Production	Million pounds	80.7
1990's	1997	Blackeye Beans	Dry	Supply	Imports	Million pounds	0.1
1990's	1997	Blackeye Beans	Dry	Supply	Beginning Stocks	Million pounds	46
1990's	1997	Blackeye Beans	Dry	Supply	Total Supply	Million pounds	126.8
1990's	1997	Blackeye Beans	Dry	Availability	Exports	Million pounds	6.9
1990's	1997	Blackeye Beans	Dry	Availability	Ending Stocks	Million pounds	52.7
1990's	1997	Blackeye Beans	Dry	Availability	Seed Use	Million pounds	2.2
1990's	1997	Blackeye Beans	Dry	Availability	Domestic Availability	Million pounds	65
1990's	1997	Blackeye Beans	Dry	Availability	Per Capita Availability	Pounds	0.24
1990's	1997	Blackeye Beans	Dry	Season Average Price	Current Dollars	$/cwt	31
1990's	1997	Blackeye Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	41.64
1990's	1997	Broccoli	Fresh	Supply	Production	Million pounds	1574.4
1990's	1997	Broccoli	Fresh	Supply	Imports	Million pounds	70.7
1990's	1997	Broccoli	Fresh	Supply	Total Supply	Million pounds	1645.1
1990's	1997	Broccoli	Fresh	Availability	Exports	Million pounds	290
1990's	1997	Broccoli	Fresh	Availability	Domestic Availability	Million pounds	1355.1
1990's	1997	Broccoli	Fresh	Availability	Per Capita Availability	Pounds	4.97
1990's	1997	Broccoli	Fresh	Season Average Price	Current Dollars	$/cwt	29.1
1990's	1997	Broccoli	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	39.09
1990's	1997	Broccoli	Processing	Supply	Production	Million pounds	113.6
1990's	1997	Broccoli	Processing	Supply	Imports	Million pounds	498
1990's	1997	Broccoli	Processing	Supply	Beginning Stocks	Million pounds	160.9
1990's	1997	Broccoli	Processing	Supply	Total Supply	Million pounds	772.6
1990's	1997	Broccoli	Processing	Availability	Ending Stocks	Million pounds	149.4
1990's	1997	Broccoli	Processing	Availability	Domestic Availability	Million pounds	623.2
1990's	1997	Broccoli	Processing	Availability	Per Capita Availability	Pounds	2.28
1990's	1997	Broccoli	Processing	Season Average Price	Current Dollars	$/ton	423
1990's	1997	Broccoli	Processing	Season Average Price	Constant 2012 Dollars	$/ton	568.2
1990's	1997	Brussels Sprouts	All uses	Supply	Production	Million pounds	51.2
1990's	1997	Brussels Sprouts	All uses	Supply	Imports	Million pounds	29.1
1990's	1997	Brussels Sprouts	All uses	Supply	Beginning Stocks	Million pounds	21.7
1990's	1997	Brussels Sprouts	All uses	Supply	Total Supply	Million pounds	102
1990's	1997	Brussels Sprouts	All uses	Availability	Exports	Million pounds	7.9
1990's	1997	Brussels Sprouts	All uses	Availability	Ending Stocks	Million pounds	26.5
1990's	1997	Brussels Sprouts	All uses	Availability	Domestic Availability	Million pounds	67.6
1990's	1997	Brussels Sprouts	All uses	Availability	Per Capita Availability	Pounds	0.25
1990's	1997	Brussels Sprouts	All uses	Season Average Price	Current Dollars	$/cwt	41.4
1990's	1997	Brussels Sprouts	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	55.61
1990's	1997	Cabbage	Fresh	Supply	Production	Million pounds	2526.7
1990's	1997	Cabbage	Fresh	Supply	Imports	Million pounds	87.7
1990's	1997	Cabbage	Fresh	Supply	Total Supply	Million pounds	2614.4
1990's	1997	Cabbage	Fresh	Availability	Exports	Million pounds	95.5
1990's	1997	Cabbage	Fresh	Availability	Shrink and Loss	Million pounds	59.1
1990's	1997	Cabbage	Fresh	Availability	Domestic Availability	Million pounds	2459.9
1990's	1997	Cabbage	Fresh	Availability	Per Capita Availability	Pounds	9.01
1990's	1997	Cabbage	Fresh	Season Average Price	Current Dollars	$/cwt	11.1
1990's	1997	Cabbage	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	14.91
1990's	1997	Cabbage	Processing	Supply	Production	Million pounds	367.3
1990's	1997	Cabbage	Processing	Supply	Imports	Million pounds	3.7
1990's	1997	Cabbage	Processing	Supply	Beginning Stocks	Million pounds	202.8
1990's	1997	Cabbage	Processing	Supply	Total Supply	Million pounds	573.8
1990's	1997	Cabbage	Processing	Availability	Exports	Million pounds	36
1990's	1997	Cabbage	Processing	Availability	Ending Stocks	Million pounds	145.8
1990's	1997	Cabbage	Processing	Availability	Domestic Availability	Million pounds	392
1990's	1997	Cabbage	Processing	Availability	Per Capita Availability	Pounds	1.44
1990's	1997	Cabbage	Processing	Season Average Price	Current Dollars	$/ton	45.2
1990's	1997	Cabbage	Processing	Season Average Price	Constant 2012 Dollars	$/ton	60.72
1990's	1997	Carrots	Canning	Supply	Production	Million pounds	394.4
1990's	1997	Carrots	Canning	Supply	Imports	Million pounds	8.5
1990's	1997	Carrots	Canning	Supply	Beginning Stocks	Million pounds	0
1990's	1997	Carrots	Canning	Supply	Total Supply	Million pounds	402.9
1990's	1997	Carrots	Canning	Availability	Exports	Million pounds	0
1990's	1997	Carrots	Canning	Availability	Ending Stocks	Million pounds	0
1990's	1997	Carrots	Canning	Availability	Domestic Availability	Million pounds	402.9
1990's	1997	Carrots	Canning	Availability	Per Capita Availability	Pounds	1.48
1990's	1997	Carrots	Freezing	Supply	Production	Million pounds	744.5
1990's	1997	Carrots	Freezing	Supply	Imports	Million pounds	14.9
1990's	1997	Carrots	Freezing	Supply	Beginning Stocks	Million pounds	512.9
1990's	1997	Carrots	Freezing	Supply	Total Supply	Million pounds	1272.2
1990's	1997	Carrots	Freezing	Availability	Exports	Million pounds	22.6
1990's	1997	Carrots	Freezing	Availability	Ending Stocks	Million pounds	547.6
1990's	1997	Carrots	Freezing	Availability	Domestic Availability	Million pounds	702
1990's	1997	Carrots	Freezing	Availability	Per Capita Availability	Pounds	2.57
1990's	1997	Carrots	Freezing	Season Average Price	Current Dollars	$/ton	67.4
1990's	1997	Carrots	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	90.54
1990's	1997	Carrots	Fresh	Supply	Production	Million pounds	3858.9
1990's	1997	Carrots	Fresh	Supply	Imports	Million pounds	223
1990's	1997	Carrots	Fresh	Supply	Total Supply	Million pounds	4081.9
1990's	1997	Carrots	Fresh	Availability	Exports	Million pounds	230.1
1990's	1997	Carrots	Fresh	Availability	Domestic Availability	Million pounds	3851.8
1990's	1997	Carrots	Fresh	Availability	Per Capita Availability	Pounds	14.11
1990's	1997	Carrots	Fresh	Season Average Price	Current Dollars	$/cwt	12.9
1990's	1997	Carrots	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	17.33
1990's	1997	Cauliflower	Fresh	Supply	Production	Million pounds	632.3
1990's	1997	Cauliflower	Fresh	Supply	Imports	Million pounds	37.6
1990's	1997	Cauliflower	Fresh	Supply	Total Supply	Million pounds	669.9
1990's	1997	Cauliflower	Fresh	Availability	Exports	Million pounds	188.1
1990's	1997	Cauliflower	Fresh	Availability	Domestic Availability	Million pounds	481.8
1990's	1997	Cauliflower	Fresh	Availability	Per Capita Availability	Pounds	1.77
1990's	1997	Cauliflower	Fresh	Season Average Price	Current Dollars	$/cwt	32.3
1990's	1997	Cauliflower	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	43.39
1990's	1997	Cauliflower	Processing	Supply	Production	Million pounds	56.6
1990's	1997	Cauliflower	Processing	Supply	Imports	Million pounds	67.8
1990's	1997	Cauliflower	Processing	Supply	Beginning Stocks	Million pounds	78.1
1990's	1997	Cauliflower	Processing	Supply	Total Supply	Million pounds	202.5
1990's	1997	Cauliflower	Processing	Availability	Ending Stocks	Million pounds	83.7
1990's	1997	Cauliflower	Processing	Availability	Domestic Availability	Million pounds	118.8
1990's	1997	Cauliflower	Processing	Availability	Per Capita Availability	Pounds	0.44
1990's	1997	Cauliflower	Processing	Season Average Price	Current Dollars	$/ton	480
1990's	1997	Cauliflower	Processing	Season Average Price	Constant 2012 Dollars	$/ton	644.77
1990's	1997	Celery	All uses	Supply	Production	Million pounds	1976.5
1990's	1997	Celery	All uses	Supply	Imports	Million pounds	68.1
1990's	1997	Celery	All uses	Supply	Total Supply	Million pounds	2044.6
1990's	1997	Celery	All uses	Availability	Exports	Million pounds	257.3
1990's	1997	Celery	All uses	Availability	Domestic Availability	Million pounds	1787.3
1990's	1997	Celery	All uses	Availability	Per Capita Availability	Pounds	6.55
1990's	1997	Celery	All uses	Season Average Price	Current Dollars	$/cwt	14.7
1990's	1997	Celery	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	19.75
1990's	1997	Chile peppers	Processing	Supply	Production	Million pounds	646.9
1990's	1997	Chile peppers	Processing	Supply	Imports	Million pounds	673.4
1990's	1997	Chile peppers	Processing	Supply	Total Supply	Million pounds	1320.3
1990's	1997	Chile peppers	Processing	Availability	Exports	Million pounds	68.7
1990's	1997	Chile peppers	Processing	Availability	Domestic Availability	Million pounds	1251.6
1990's	1997	Chile peppers	Processing	Availability	Per Capita Availability (Fresh)	Pounds	4.59
1990's	1997	Chile peppers	Processing	Availability	Per Capita Availability (Dry)	Pounds	0.57
1990's	1997	Chile peppers	Processing	Season Average Price	Current Dollars	$/cwt	11.03
1990's	1997	Chile peppers	Processing	Season Average Price	Constant 2012 Dollars	$/cwt	14.81
1990's	1997	Collard Greens	All uses	Supply	Production	Million pounds	216
1990's	1997	Collard Greens	All uses	Supply	Imports	Million pounds	1
1990's	1997	Collard Greens	All uses	Supply	Total Supply	Million pounds	217
1990's	1997	Collard Greens	All uses	Availability	Domestic Availability	Million pounds	217
1990's	1997	Collard Greens	All uses	Availability	Per Capita Availability	Pounds	0.79
1990's	1997	Cucumbers	Fresh	Supply	Production	Million pounds	1157.1
1990's	1997	Cucumbers	Fresh	Supply	Imports	Million pounds	667.5
1990's	1997	Cucumbers	Fresh	Supply	Total Supply	Million pounds	1824.6
1990's	1997	Cucumbers	Fresh	Availability	Exports	Million pounds	71.8
1990's	1997	Cucumbers	Fresh	Availability	Domestic Availability	Million pounds	1752.9
1990's	1997	Cucumbers	Fresh	Availability	Per Capita Availability	Pounds	6.42
1990's	1997	Cucumbers	Fresh	Season Average Price	Current Dollars	$/cwt	17.7
1990's	1997	Cucumbers	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	23.78
1990's	1997	Cucumbers	Processing	Supply	Production	Million pounds	1240.2
1990's	1997	Cucumbers	Processing	Supply	Imports	Million pounds	60.5
1990's	1997	Cucumbers	Processing	Supply	Beginning Stocks	Million pounds	584.7
1990's	1997	Cucumbers	Processing	Supply	Total Supply	Million pounds	1885.5
1990's	1997	Cucumbers	Processing	Availability	Exports	Million pounds	36.7
1990's	1997	Cucumbers	Processing	Availability	Ending Stocks	Million pounds	419.9
1990's	1997	Cucumbers	Processing	Availability	Domestic Availability	Million pounds	1428.9
1990's	1997	Cucumbers	Processing	Availability	Per Capita Availability	Pounds	5.24
1990's	1997	Cucumbers	Processing	Season Average Price	Current Dollars	$/ton	234
1990's	1997	Cucumbers	Processing	Season Average Price	Constant 2012 Dollars	$/ton	314.33
1990's	1997	Edible Beans	Dry	Supply	Production	Million pounds	2937
1990's	1997	Edible Beans	Dry	Supply	Imports	Million pounds	1409.6
1990's	1997	Edible Beans	Dry	Supply	Beginning Stocks	Million pounds	4447.4
1990's	1997	Edible Beans	Dry	Supply	Total Supply	Million pounds	0
1990's	1997	Edible Beans	Dry	Availability	Exports	Million pounds	105.2
1990's	1997	Edible Beans	Dry	Availability	Ending Stocks	Million pounds	2018.7
1990's	1997	Edible Beans	Dry	Availability	Seed Use	Million pounds	1520.3
1990's	1997	Edible Beans	Dry	Availability	Domestic Availability	Million pounds	0
1990's	1997	Edible Beans	Dry	Availability	Per Capita Availability	Pounds	19.3
1990's	1997	Edible Beans	Dry	Season Average Price	Current Dollars	$/cwt	25.93
1990's	1997	Edible Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	4.99
1990's	1997	Eggplant	All uses	Supply	Production	Million pounds	133.4
1990's	1997	Eggplant	All uses	Supply	Imports	Million pounds	66
1990's	1997	Eggplant	All uses	Supply	Total Supply	Million pounds	199.4
1990's	1997	Eggplant	All uses	Availability	Exports	Million pounds	22
1990's	1997	Eggplant	All uses	Availability	Domestic Availability	Million pounds	177.4
1990's	1997	Eggplant	All uses	Availability	Per Capita Availability	Pounds	0.65
1990's	1997	Eggplant	All uses	Season Average Price	Current Dollars	$/cwt	23.9
1990's	1997	Eggplant	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	32.1
1990's	1997	Escarole & Endive	All uses	Supply	Production	Million pounds	78
1990's	1997	Escarole & Endive	All uses	Supply	Imports	Million pounds	12.5
1990's	1997	Escarole & Endive	All uses	Supply	Total Supply	Million pounds	90.5
1990's	1997	Escarole & Endive	All uses	Availability	Exports	Million pounds	8.8
1990's	1997	Escarole & Endive	All uses	Availability	Domestic Availability	Million pounds	81.7
1990's	1997	Escarole & Endive	All uses	Availability	Per Capita Availability	Pounds	0.3
1990's	1997	Escarole & Endive	All uses	Season Average Price	Current Dollars	$/cwt	23.8
1990's	1997	Escarole & Endive	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	31.97
1990's	1997	Garbanzo Beans	Dry	Supply	Production	Million pounds	39.2
1990's	1997	Garbanzo Beans	Dry	Supply	Imports	Million pounds	31.2
1990's	1997	Garbanzo Beans	Dry	Supply	Beginning Stocks	Million pounds	29.7
1990's	1997	Garbanzo Beans	Dry	Supply	Total Supply	Million pounds	100.1
1990's	1997	Garbanzo Beans	Dry	Availability	Exports	Million pounds	7.8
1990's	1997	Garbanzo Beans	Dry	Availability	Ending Stocks	Million pounds	24
1990's	1997	Garbanzo Beans	Dry	Availability	Seed Use	Million pounds	1.6
1990's	1997	Garbanzo Beans	Dry	Availability	Domestic Availability	Million pounds	66.6
1990's	1997	Garbanzo Beans	Dry	Availability	Per Capita Availability	Pounds	0.24
1990's	1997	Garbanzo Beans	Dry	Season Average Price	Current Dollars	$/cwt	33.97
1990's	1997	Garbanzo Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	45.63
1990's	1997	Garlic	All uses	Supply	Production	Million pounds	561
1990's	1997	Garlic	All uses	Supply	Imports	Million pounds	83.4
1990's	1997	Garlic	All uses	Supply	Total Supply	Million pounds	644.4
1990's	1997	Garlic	All uses	Availability	Exports	Million pounds	88.7
1990's	1997	Garlic	All uses	Availability	Seed Use	Million pounds	11.2
1990's	1997	Garlic	All uses	Availability	Domestic Availability	Million pounds	544.5
1990's	1997	Garlic	All uses	Availability	Per Capita Availability	Pounds	2
1990's	1997	Garlic	All uses	Season Average Price	Current Dollars	$/cwt	41.4
1990's	1997	Garlic	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	55.61
1990's	1997	Great Northern Beans	Dry	Supply	Production	Million pounds	225.1
1990's	1997	Great Northern Beans	Dry	Supply	Imports	Million pounds	2.5
1990's	1997	Great Northern Beans	Dry	Supply	Beginning Stocks	Million pounds	95.6
1990's	1997	Great Northern Beans	Dry	Supply	Total Supply	Million pounds	323.2
1990's	1997	Great Northern Beans	Dry	Availability	Exports	Million pounds	102.2
1990's	1997	Great Northern Beans	Dry	Availability	Ending Stocks	Million pounds	105.8
1990's	1997	Great Northern Beans	Dry	Availability	Seed Use	Million pounds	6.1
1990's	1997	Great Northern Beans	Dry	Availability	Domestic Availability	Million pounds	109.1
1990's	1997	Great Northern Beans	Dry	Availability	Per Capita Availability	Pounds	0.4
1990's	1997	Great Northern Beans	Dry	Season Average Price	Current Dollars	$/cwt	27.07
1990's	1997	Great Northern Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	36.36
1990's	1997	Green Lima Beans	Canning	Supply	Production	Million pounds	28.1
1990's	1997	Green Lima Beans	Canning	Supply	Total Supply	Million pounds	28.1
1990's	1997	Green Lima Beans	Canning	Availability	Domestic Availability	Million pounds	28.1
1990's	1997	Green Lima Beans	Canning	Availability	Per Capita Availability	Pounds	0.1
1990's	1997	Green Lima Beans	Canning	Season Average Price	Current Dollars	$/ton	439
1990's	1997	Green Lima Beans	Canning	Season Average Price	Constant 2012 Dollars	$/ton	589.7
1990's	1997	Green Lima Beans	Freezing	Supply	Production	Million pounds	132
1990's	1997	Green Lima Beans	Freezing	Supply	Imports	Million pounds	0.4
1990's	1997	Green Lima Beans	Freezing	Supply	Beginning Stocks	Million pounds	62.2
1990's	1997	Green Lima Beans	Freezing	Supply	Total Supply	Million pounds	194.6
1990's	1997	Green Lima Beans	Freezing	Availability	Ending Stocks	Million pounds	75.8
1990's	1997	Green Lima Beans	Freezing	Availability	Domestic Availability	Million pounds	118.8
1990's	1997	Green Lima Beans	Freezing	Availability	Per Capita Availability	Pounds	0.44
1990's	1997	Green Lima Beans	Freezing	Season Average Price	Current Dollars	$/ton	462
1990's	1997	Green Lima Beans	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	620.59
1990's	1997	Green Peas	Canning	Supply	Production	Million pounds	407.9
1990's	1997	Green Peas	Canning	Supply	Imports	Million pounds	17.6
1990's	1997	Green Peas	Canning	Supply	Beginning Stocks	Million pounds	162.9
1990's	1997	Green Peas	Canning	Supply	Total Supply	Million pounds	588.4
1990's	1997	Green Peas	Canning	Availability	Exports	Million pounds	18.9
1990's	1997	Green Peas	Canning	Availability	Ending Stocks	Million pounds	166.8
1990's	1997	Green Peas	Canning	Availability	Domestic Availability	Million pounds	402.6
1990's	1997	Green Peas	Canning	Availability	Per Capita Availability	Pounds	1.48
1990's	1997	Green Peas	Canning	Season Average Price	Current Dollars	$/ton	310
1990's	1997	Green Peas	Canning	Season Average Price	Constant 2012 Dollars	$/ton	416.41
1990's	1997	Green Peas	Freezing	Supply	Production	Million pounds	552.1
1990's	1997	Green Peas	Freezing	Supply	Imports	Million pounds	41
1990's	1997	Green Peas	Freezing	Supply	Beginning Stocks	Million pounds	227.1
1990's	1997	Green Peas	Freezing	Supply	Total Supply	Million pounds	820.2
1990's	1997	Green Peas	Freezing	Availability	Exports	Million pounds	28.8
1990's	1997	Green Peas	Freezing	Availability	Ending Stocks	Million pounds	239.3
1990's	1997	Green Peas	Freezing	Availability	Domestic Availability	Million pounds	552.1
1990's	1997	Green Peas	Freezing	Availability	Per Capita Availability	Pounds	2.02
1990's	1997	Green Peas	Freezing	Season Average Price	Current Dollars	$/ton	272
1990's	1997	Green Peas	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	365.37
1990's	1997	Head Lettuce	Fresh	Supply	Production	Million pounds	6879.4
1990's	1997	Head Lettuce	Fresh	Supply	Imports	Million pounds	39.3
1990's	1997	Head Lettuce	Fresh	Supply	Total Supply	Million pounds	6918.7
1990's	1997	Head Lettuce	Fresh	Availability	Exports	Million pounds	395.7
1990's	1997	Head Lettuce	Fresh	Availability	Domestic Availability	Million pounds	6523
1990's	1997	Head Lettuce	Fresh	Availability	Per Capita Availability	Pounds	23.9
1990's	1997	Head Lettuce	Fresh	Season Average Price	Current Dollars	$/cwt	17.5
1990's	1997	Head Lettuce	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	23.51
1990's	1997	Kale	All uses	Supply	Production	Million pounds	110.6
1990's	1997	Kale	All uses	Supply	Imports	Million pounds	5
1990's	1997	Kale	All uses	Supply	Total Supply	Million pounds	115.6
1990's	1997	Kale	All uses	Availability	Domestic Availability	Million pounds	115.6
1990's	1997	Kale	All uses	Availability	Per Capita Availability	Pounds	0.42
1990's	1997	Kale	All uses	Season Average Price	Current Dollars	$/cwt	36.41
1990's	1997	Kale	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	48.91
1990's	1997	Leaf & Romaine Lettuce	Fresh	Supply	Production	Million pounds	2024.5
1990's	1997	Leaf & Romaine Lettuce	Fresh	Supply	Imports	Million pounds	28.6
1990's	1997	Leaf & Romaine Lettuce	Fresh	Supply	Total Supply	Million pounds	2053.1
1990's	1997	Leaf & Romaine Lettuce	Fresh	Availability	Exports	Million pounds	253.3
1990's	1997	Leaf & Romaine Lettuce	Fresh	Availability	Domestic Availability	Million pounds	1799.8
1990's	1997	Leaf & Romaine Lettuce	Fresh	Availability	Per Capita Availability	Pounds	6.59
1990's	1997	Leaf & Romaine Lettuce	Fresh	Season Average Price	Current Dollars	$/cwt	24.21
1990's	1997	Leaf & Romaine Lettuce	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	32.52
1990's	1997	Lima Beans	Dry	Supply	Production	Million pounds	162
1990's	1997	Lima Beans	Dry	Supply	Imports	Million pounds	2.6
1990's	1997	Lima Beans	Dry	Supply	Beginning Stocks	Million pounds	73.5
1990's	1997	Lima Beans	Dry	Supply	Total Supply	Million pounds	238.1
1990's	1997	Lima Beans	Dry	Availability	Exports	Million pounds	38.7
1990's	1997	Lima Beans	Dry	Availability	Ending Stocks	Million pounds	139.8
1990's	1997	Lima Beans	Dry	Availability	Seed Use	Million pounds	2.5
1990's	1997	Lima Beans	Dry	Availability	Domestic Availability	Million pounds	57.2
1990's	1997	Lima Beans	Dry	Availability	Per Capita Availability	Pounds	0.21
1990's	1997	Lima Beans	Dry	Season Average Price	Current Dollars	$/cwt	27.51
1990's	1997	Lima Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	36.95
1990's	1997	Mushrooms	Fresh	Supply	Production	Million pounds	631.1
1990's	1997	Mushrooms	Fresh	Supply	Imports	Million pounds	18.8
1990's	1997	Mushrooms	Fresh	Supply	Total Supply	Million pounds	649.8
1990's	1997	Mushrooms	Fresh	Availability	Exports	Million pounds	14.5
1990's	1997	Mushrooms	Fresh	Availability	Domestic Availability	Million pounds	635.3
1990's	1997	Mushrooms	Fresh	Availability	Per Capita Availability	Pounds	2.3
1990's	1997	Mushrooms	Fresh	Season Average Price	Current Dollars	$/cwt	108
1990's	1997	Mushrooms	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	143.46
1990's	1997	Mushrooms	Processing	Supply	Production	Million pounds	187.1
1990's	1997	Mushrooms	Processing	Supply	Imports	Million pounds	276.2
